address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE,AREA_NAME,Esta.
2417 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.71054,-79.39882,Mount Pleasant West (104),The Cupcake Shoppe (2012)
2419 YONGE ST,0,1,0,1,0,0,0,1,1,1,1,0,0,4,0.66667,1,0.66667,0,43.71056,-79.39895,Mount Pleasant West (104),"Gourmet Burger Co (2013), Hole E Burger (2015)"
2425 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.710640000000005,-79.39885,Mount Pleasant West (104),Amore Trattoria (2012)
2431 YONGE ST,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0.33333,1,0.33333,0,43.71065,-79.39894,Mount Pleasant West (104),La Boheme (2016)
2439 YONGE ST,1,1,1,1,1,0,1,0,0,0,2,1,1,4,0.66667,1,0.66667,0,43.71082,-79.39893000000001,Mount Pleasant West (104),"Caribbean Bistro (2012), Osmows (2018), Warung Indonesia Deglinton (2016)"
2443 YONGE ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.71089,-79.39896999999999,Mount Pleasant West (104),Green Valley (2013)
2445 YONGE ST,1,1,1,1,1,0,0,0,0,2,0,1,0,3,0.5,1,0.5,0,43.71093,-79.39898000000001,Mount Pleasant West (104),"Sanhe Kungfu Tea Shop (2012), Zaza Expresso Bar (2015)"
2451 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71103,-79.399,Mount Pleasant West (104),Starbucks Coffee (2012)
2459 YONGE ST,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.711420000000004,-79.39908,Mount Pleasant West (104),"Piazzetta Trattoria (2012), Touhenboku (2014)"
2463 YONGE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.71148,-79.39908,Mount Pleasant West (104),Good Bite Restaurant (2012)
2471 YONGE ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.71159,-79.39909,Mount Pleasant West (104),Douce France (2013)
2481 YONGE ST,1,1,1,1,0,0,1,0,0,0,1,0,1,2,0.33333,1,0.33333,0,43.71171,-79.39915,Mount Pleasant West (104),"Cafe La Boheme (2012), La Boheme (2018)"
2489 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.711870000000005,-79.3992,Mount Pleasant West (104),De Mello Palheta Specialty Coffee Roasters (2013)
2497 YONGE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.71201,-79.39914,Mount Pleasant West (104),The Right Wing (2012)
250 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.70857,-79.39067,Mount Pleasant West (104),Subway (2013)
250 MERTON ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.698,-79.38866,Mount Pleasant West (104),Palate (2012)
2503 YONGE ST,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.71212,-79.39917,Mount Pleasant West (104),"Rowe Farms (2012), Signature Market (2018)"
2507 YONGE ST,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.71219,-79.39927,Mount Pleasant West (104),The Ten Spot (2015)
254 EGLINTON AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.7086,-79.3906,Mount Pleasant West (104),Churrasco Villa (2012)
258 EGLINTON AVE E,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.70858,-79.39041999999999,Mount Pleasant West (104),Imbiss Restaurant (2013)
30 EGLINTON AVE E,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.707209999999996,-79.39743,Mount Pleasant West (104),"Chef Of India (2012), Sushi Mori (2018)"
35 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70677,-79.39693,Mount Pleasant West (104),A And W (2012)
37 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.706759999999996,-79.39699,Mount Pleasant West (104),Pizzaiolo (2013)
4 ERSKINE AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.7113,-79.39891,Mount Pleasant West (104),Ruelo Patisserie (2012)
4 MANOR RD E,0,1,1,1,1,0,1,1,2,0,2,1,1,7,1.16667,1,1.16667,0,43.70267,-79.39716999999999,Mount Pleasant West (104),"Coquine Lexpress Cafe (2014), La Bamboche (2013), Saladishes (2016), Zezafoun Syrian Cuisine (2018)"
40 EGLINTON AVE E,0,1,1,1,1,2,2,1,2,0,0,1,0,4,0.66667,2,0.33333,0,43.707359999999994,-79.39719000000001,Mount Pleasant West (104),"Boston Pizza (2013), Prohibition Gastrohouse (2017), Second Cup (2014)"
43 EGLINTON AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.706720000000004,-79.39716,Mount Pleasant West (104),Starbucks (2013)
45 EGLINTON AVE E,1,1,1,1,0,1,1,0,0,0,1,1,0,2,0.33333,1,0.33333,0,43.70683,-79.39653,Mount Pleasant West (104),"Snakes And Lattes Midtown (2017), Spring Rolls (2012)"
49 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70688,-79.39639,Mount Pleasant West (104),Harveys Swiss Chalet Express (2012)
50 EGLINTON AVE E,0,1,2,1,2,2,1,1,1,1,1,0,1,5,0.8333299999999999,2,0.41667,0,43.70747,-79.39679,Mount Pleasant West (104),"Fit For Life (2013), Ins Market (2016), International News (2014)"
51 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70697,-79.39639,Mount Pleasant West (104),The Fox (2012)
510 MOUNT PLEASANT RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.70176,-79.38781,Mount Pleasant West (104),Subway (2013)
516 MOUNT PLEASANT RD,0,1,2,2,2,2,2,1,1,0,0,0,0,2,0.33333,2,0.16667,0,43.70189,-79.38786,Mount Pleasant West (104),"Smoked And Cracked (2013), The Chef Upstairs (2014)"
55 EGLINTON AVE E,1,2,2,2,1,2,2,1,2,0,1,1,0,5,0.8333299999999999,2,0.41667,0,43.706920000000004,-79.39608,Mount Pleasant West (104),"Bulldog Coffee (2013), Fin Izakaya (2012), Formocha (2014), Tyc Yellow Chilli (2017)"
552 MOUNT PLEASANT RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.7028,-79.38826,Mount Pleasant West (104),Marigold (2013)
556 MOUNT PLEASANT RD,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.70288,-79.38824,Mount Pleasant West (104),Meow Cat Cafe (2016)
594 MOUNT PLEASANT RD,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.70358,-79.38856,Mount Pleasant West (104),Hillside Cafe (2013)
600 MOUNT PLEASANT RD,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.7037,-79.38858,Mount Pleasant West (104),Penrose Fish And Chips (2013)
620 MOUNT PLEASANT RD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.70406,-79.38875999999999,Mount Pleasant West (104),Edible Arrangements (2013)
642 MOUNT PLEASANT RD,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.70448,-79.38892,Mount Pleasant West (104),Second Cup (2012)
694 MOUNT PLEASANT RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.705940000000005,-79.38949000000001,Mount Pleasant West (104),Starbucks (2012)
700 MOUNT PLEASANT RD,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.70626,-79.38972,Mount Pleasant West (104),Timothys World Coffee (2012)
710 MOUNT PLEASANT RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70636,-79.38975,Mount Pleasant West (104),Sobeys (2012)
732 MOUNT PLEASANT RD,0,0,1,0,0,1,0,0,1,1,0,1,1,4,0.66667,1,0.66667,0,43.706990000000005,-79.38996999999999,Mount Pleasant West (104),"Dollarama (2017), Pharma Plus (2014)"
744 MOUNT PLEASANT RD,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.70717,-79.39001,Mount Pleasant West (104),"Seven 44 (2012), The Mount Pleasant Rose (2018)"
75 EGLINTON AVE E,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.70698,-79.39569,Mount Pleasant West (104),B. Good (2017)
758 MOUNT PLEASANT RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.70734,-79.39026,Mount Pleasant West (104),Pizza Nova (2013)
79 DUNFIELD AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.70683,-79.39496,Mount Pleasant West (104),T And T Sushi Bar (2016)
794 MOUNT PLEASANT RD,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.33333,1,0.33333,0,43.708490000000005,-79.39053,Mount Pleasant West (104),Second Cup (2014)
796 MOUNT PLEASANT RD,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.33333,1,0.33333,0,43.70852,-79.39054,Mount Pleasant West (104),Hero Certified Burgers (2014)
8 PAILTON CRES,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.698,-79.39022,Mount Pleasant West (104),Daily Food Mart (2012)
808 MOUNT PLEASANT RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.70901,-79.39073,Mount Pleasant West (104),Best Western (2013)
88 ERSKINE AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.71239,-79.39603000000001,Mount Pleasant West (104),Ephrem Mini Mart (2013)
894 MOUNT PLEASANT RD,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.33333,1,0.33333,0,43.711220000000004,-79.39149,Mount Pleasant West (104),Pik Kwik Convenience (2013)
90 EGLINTON AVE E,0,1,4,4,4,4,3,1,3,0,0,4,1,9,1.5,4,0.375,1,43.70763,-79.3959,Mount Pleasant West (104),"Apex Drug Mart (2014), Fresh On Eglinton (2014), Jj Bean (2017), Kinton Ramen (2017), Timothys World Coffee (2014), Veras Kitchen (2013)"
1065 DANFORTH AVE,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.68056,-79.33573,Blake-Jones (69),Eastern Halal Groceries (2013)
1067 DANFORTH AVE,0,0,0,0,1,0,1,0,0,0,1,1,1,3,0.5,1,0.5,0,43.68057,-79.33567,Blake-Jones (69),"Al Mudina Grocery And Halal Store (2016), New Al Madina Grocery And Halal Store (2018)"
1069 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68059,-79.33558000000001,Blake-Jones (69),Mumtaz Groceries (2012)
1075 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.680620000000005,-79.33546,Blake-Jones (69),Champions On The Danforth (2012)
135 BLAKE ST,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.67647,-79.33963,Blake-Jones (69),Daily Seafood (2012)
349 JONES AVE,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.67285,-79.33695,Blake-Jones (69),Jones Family Mart Inc. (2017)
437 JONES AVE,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.67532,-79.33799,Blake-Jones (69),Haste Trade (2013)
489 JONES AVE,0,0,1,0,1,1,1,0,1,1,1,0,0,3,0.5,1,0.5,0,43.67689,-79.33855,Blake-Jones (69),"Dan Jones Family Variety (2014), New Resources Trading Company (2016)"
581 PAPE AVE,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0.33333,1,0.33333,0,43.67507,-79.34291999999999,Blake-Jones (69),Pape Pizza And Variety (2014)
607 PAPE AVE,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0.33333,1,0.33333,0,43.67604,-79.34336,Blake-Jones (69),Ping Field Variety (2015)
659 PAPE AVE,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.67752,-79.34407,Blake-Jones (69),P And L Variety Inc. (2013)
671 DANFORTH AVE,1,1,1,1,1,2,2,0,0,0,0,1,0,1,0.16667,2,0.08333,0,43.67887,-79.34444,Blake-Jones (69),"Nandos Peri Peri (2017), Subway (2012)"
673 DANFORTH AVE,0,1,1,1,1,0,1,1,2,0,0,1,1,5,0.8333299999999999,1,0.8333299999999999,0,43.67888,-79.34425,Blake-Jones (69),"Greenwood Smokehouse (2018), Greenwood Smokehouse Bbq (2014), Slider Revolution (2013)"
675 DANFORTH AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.67886,-79.34416999999999,Blake-Jones (69),Mister Frenchy (2017)
679 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67892,-79.34411,Blake-Jones (69),Asteria Souvlaki Place (2012)
681 DANFORTH AVE,1,1,0,1,1,0,1,0,1,1,0,1,1,4,0.66667,1,0.66667,0,43.678909999999995,-79.34404,Blake-Jones (69),"Bar Hop Session (2018), The Court Jester Pub/Cjs Deli (2015), Zorbas Restaurant (2012)"
685 DANFORTH AVE,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0.33333,1,0.33333,0,43.67884,-79.3438,Blake-Jones (69),Dollarama (2016)
699 DANFORTH AVE,0,1,1,1,1,0,1,1,2,0,0,1,1,5,0.8333299999999999,1,0.8333299999999999,0,43.67893,-79.34365,Blake-Jones (69),"Bistro 699 (2013), Nachobar (2018), Tilde Taco (2014)"
707 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67897,-79.34345,Blake-Jones (69),Athens Restaurant And Tavern (2012)
709 DANFORTH AVE,0,1,1,0,1,1,1,1,2,1,1,0,0,5,0.8333299999999999,1,0.8333299999999999,0,43.67901,-79.34344,Blake-Jones (69),"709 Greek Cafe Shop (2016), Danforth Cafe (2014), Marsmallow Factory (2013)"
713 DANFORTH AVE,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.67901,-79.34337,Blake-Jones (69),Von Doughnuts (2014)
727 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67913,-79.34300999999999,Blake-Jones (69),Gabbys (2012)
755 DANFORTH AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.6792,-79.34227,Blake-Jones (69),Shoppers Drug Mart (2013)
781 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.67929,-79.34168000000001,Blake-Jones (69),Platon Variety And Dollar Store (2018)
783 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67935,-79.34166,Blake-Jones (69),Aji Sai Restaurant (2012)
785 DANFORTH AVE,1,1,2,2,2,2,2,0,1,0,2,0,0,3,0.5,2,0.25,0,43.679359999999996,-79.34161999999999,Blake-Jones (69),"Fernandos Hideaway (2016), Le Plato (2014), The Family Thai (2012)"
801 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.679390000000005,-79.34148,Blake-Jones (69),Mr. Greek Meat Market (2012)
843 DANFORTH AVE,1,1,1,1,2,1,1,0,0,0,1,1,0,2,0.33333,2,0.16667,0,43.67961,-79.34047,Blake-Jones (69),"Desta Gebeya Market (2012), Desta Market (2016)"
86 BLAKE ST,0,1,1,1,1,1,2,1,0,0,0,0,1,2,0.33333,2,0.16667,0,43.67503,-79.33993000000001,Blake-Jones (69),"Eastview Neighbourhood Cc After School (2018), Eastview Neighbourhood Community Centre (2013)"
861 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6797,-79.33975,Blake-Jones (69),Danforth Dragon (2012)
867 DANFORTH AVE,1,1,1,1,2,1,1,0,0,2,1,1,0,4,0.66667,2,0.33333,0,43.67971,-79.33968,Blake-Jones (69),"7 Dim Sum (2015), Sakawa Coffee (2016), Tea Tree Cafe And Eatery (2012)"
871 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67978,-79.33959,Blake-Jones (69),Dominos Pizza (2012)
875 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67975,-79.3395,Blake-Jones (69),Square Boy (2012)
929 DANFORTH AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.680009999999996,-79.33816999999999,Blake-Jones (69),Asia Bakery (2012)
937 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.68006,-79.33792,Blake-Jones (69),"Boodle Fight (2018), Indiras Caribbean Spot (2012)"
939 DANFORTH AVE,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.68007,-79.33785999999999,Blake-Jones (69),Danforth Milk Store (2014)
975 DANFORTH AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.68016,-79.33743,Blake-Jones (69),7 Eleven (2012)
10 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71451,-79.55611,Rexdale-Kipling (4),Al Fateh Grocers And Halal Meat (2012)
110 REXDALE BLVD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.712540000000004,-79.56555,Rexdale-Kipling (4),Petro Canada (2013)
18 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7144,-79.5572,Rexdale-Kipling (4),Hamdi Restaurant (2012)
2027 KIPLING AVE,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.71285,-79.56636,Rexdale-Kipling (4),Canadian Tire Gas And Convenience (2017)
2141 KIPLING AVE,1,2,3,3,3,3,2,1,1,0,0,0,3,5,0.8333299999999999,3,0.27778,1,43.71969,-79.56962,Rexdale-Kipling (4),"Giant Tiger (2013), Jug City (2014), Pizzaville (2012), Starving Artist (2018)"
2233 KIPLING AVE,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.72513,-79.57189,Rexdale-Kipling (4),Kipling Acres (2013)
2281 KIPLING AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.72837,-79.57446999999999,Rexdale-Kipling (4),Country Style Donuts (2012)
2284 ISLINGTON AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.71501,-79.55569,Rexdale-Kipling (4),"Arthur Variety (2018), B And W Discount Variety (2012)"
2286 ISLINGTON AVE,1,0,1,0,1,1,0,1,1,1,1,0,1,5,0.8333299999999999,1,0.8333299999999999,0,43.71503,-79.55570999999999,Rexdale-Kipling (4),Max Mini Mart (2012)
2290 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.715109999999996,-79.55575,Rexdale-Kipling (4),Chubbys Fish N Chips (2012)
2291 KIPLING AVE,4,4,5,5,5,5,2,2,1,2,0,0,3,8,1.33333,5,0.26666999999999996,1,43.7294,-79.5742,Rexdale-Kipling (4),"2 4 1 Pizza (2012), Dollar Tree (2013), Grannys Buns And Pasta Coffee Shop (2012), Joes Grill   Traditional Portuguese Cuisine (2015), Living Healthy (2012), M And S Kitchen Food Fair (2012), M And S Variety (2014)"
2298 ISLINGTON AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.71533,-79.55585,Rexdale-Kipling (4),Afghan Kebob Cuisine (2013)
2300 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.715379999999996,-79.55587,Rexdale-Kipling (4),Mr. Sub (2012)
2422 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.72325,-79.55934,Rexdale-Kipling (4),Tim Hortons (2012)
2428 ISLINGTON AVE,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0.0,3,0.0,1,43.72352,-79.55994,Rexdale-Kipling (4),"Grabb A Pizza (2012), Macs Convenience (2012), The Golden Gate Restaurant (2012)"
26 REXDALE BLVD,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.71427,-79.55778000000001,Rexdale-Kipling (4),"Amin Food Mart (2018), Rexdale Sweets And Restaurant (2012)"
32 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71416,-79.55813,Rexdale-Kipling (4),Baghlan Kabob And Bakery (2012)
34 REXDALE BLVD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.7141,-79.55835,Rexdale-Kipling (4),Rexdale Grocers (2013)
36 REXDALE BLVD,1,1,2,2,2,2,2,0,1,0,0,0,0,1,0.16667,2,0.08333,0,43.714059999999996,-79.5585,Rexdale-Kipling (4),"Kababesh Biryani House (2014), Pizza Pros (2012)"
38 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71405,-79.55866,Rexdale-Kipling (4),Dostana Grocers (2012)
42 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.714009999999995,-79.55888,Rexdale-Kipling (4),Faley Restaurant (2012)
46 REXDALE BLVD,1,1,1,0,0,0,0,0,2,1,0,0,0,3,0.5,1,0.5,0,43.71394,-79.55915999999999,Rexdale-Kipling (4),"Boishakhi Supermarket (2014), Insaf Halal Meat And Grocery (2012)"
50 REXDALE BLVD,2,2,2,2,1,1,1,0,0,0,3,0,0,3,0.5,2,0.25,0,43.713879999999996,-79.55937,Rexdale-Kipling (4),"Chatkhara (2012), Hakka Cottage Asian Cuisine (2016), Salt And Pepper Hakka Chinese Restaurant (2012)"
54 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71358,-79.56036999999999,Rexdale-Kipling (4),"The Solarium Cafe, Bar And Grill (2012)"
8 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.714659999999995,-79.55611,Rexdale-Kipling (4),Akhigbe African Caribbean Food Market (2012)
96 REXDALE BLVD,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16667,2,0.08333,0,43.71288,-79.56363,Rexdale-Kipling (4),"Gryf Delicatessen (2012), Lolas Kusina (2013)"
1004 KINGSTON RD,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.680890000000005,-79.28566,East End-Danforth (62),"Burger Palace (2012), The Real Jerk Beaches (2014)"
101 ENDERBY RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.684779999999996,-79.30169000000001,East End-Danforth (62),Enderby Manor (2013)
1020 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68091,-79.28495,East End-Danforth (62),Starbucks (2012)
1032 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68098,-79.28478,East End-Danforth (62),The Green Dragon (2012)
1036 KINGSTON RD,0,1,1,1,1,1,1,1,0,2,0,0,0,3,0.5,1,0.5,0,43.68099,-79.2847,East End-Danforth (62),"El Mejor Tacos And Burritos (2013), Foodoes Fish And Chips (2015)"
126 MAIN ST,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.68293,-79.30005,East End-Danforth (62),"Grinder (2014), Grinder Coffee (2012)"
14 TRENT AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.688190000000006,-79.29599,East End-Danforth (62),Tellys  Snack Bar (2012)
145 MAIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68358,-79.30003,East End-Danforth (62),Fade In Cafe (2012)
146 MAIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6834,-79.30013000000001,East End-Danforth (62),Cool Runnings (2012)
149 MAIN ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68367,-79.29981,East End-Danforth (62),Gemaro  Bakery (2018)
152 MAIN ST,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0.33333,1,0.33333,0,43.68347,-79.30026,East End-Danforth (62),The Simple Craft Company (2016)
159 MAIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68381,-79.29985,East End-Danforth (62),Premier Donuts (2012)
162 MAIN ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68363,-79.30044000000001,East End-Danforth (62),Ams Pizza And Wings (2013)
165 MAIN ST,1,1,0,1,1,1,0,0,1,1,0,0,1,3,0.5,1,0.5,0,43.683859999999996,-79.29987,East End-Danforth (62),Saks Fine Foods (2012)
166 SWANWICK AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68421,-79.29142,East End-Danforth (62),Swanwick Food Fair (2012)
172 MAIN ST,1,1,1,0,1,0,1,0,0,1,1,1,1,4,0.66667,1,0.66667,0,43.6841,-79.30055,East End-Danforth (62),"Beach Hill Smokehouse (2018), Hibiscus (2016), Melange (2012)"
175 MAIN ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68461,-79.29928000000001,East End-Danforth (62),Ted Reeve Community Arena (2012)
1946 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.681059999999995,-79.31066,East End-Danforth (62),Good Time Coffee (2012)
1950 GERRARD ST E,0,1,1,0,0,1,0,1,0,1,0,1,1,4,0.66667,1,0.66667,0,43.6811,-79.31058,East End-Danforth (62),"Jimmys Place (2013), Zante Bistro (2017)"
1959 GERRARD ST E,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0.33333,1,0.33333,0,43.68098,-79.31,East End-Danforth (62),"Budapest Restaurant (2015), Jubilee Cakes (2012)"
2029 GERRARD ST E,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.68169,-79.30844,East End-Danforth (62),Grant Ame Church (2017)
2090 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68598,-79.31244000000001,East End-Danforth (62),Aga Variety (2012)
