name,address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018
TOP DONUT,6620 FINCH AVE W,1,1,1,0,0,0,0,0,0,1,0,0,0
TOP FOOD ASIAN CUISINE,1 YORK GATE BLVD,0,0,1,1,1,1,1,0,1,0,0,0,0
TOP FOOD BAKERY,2715 LAWRENCE AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0
TOP FOOD SUPERMARKET,2715 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
TOP FOOD SUPERMARKET,841 BROWNS LINE,1,1,1,1,0,0,0,0,0,0,1,0,0
TOP FRESH MARKET AND DELI,770 BAY ST,0,0,0,0,0,0,1,0,0,0,0,0,1
TOP GUN BURGER,201 AUGUSTA AVE,0,0,0,1,0,0,0,0,0,1,1,0,0
TOP GUN STEAK,251 AUGUSTA AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
TOP MILK MART,2922 EGLINTON AVE E,0,1,1,1,1,0,0,1,0,0,0,1,0
TOP NOTCH PIZZA,1417 DANFORTH AVE,0,1,1,0,0,0,0,1,0,1,0,0,0
TOP OF THE CROC,240 ADELAIDE ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TOP ON THE WAY,3561 SHEPPARD AVE E,0,0,0,0,0,1,0,0,0,0,0,1,1
TOP ONE INTERNATIONAL LTD.,275 MILLIKEN BLVD,0,0,0,0,0,1,0,0,0,0,0,1,1
TOP ONE LOUNGE,1300 FINCH AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0
TOP ONE PIZZA,2856 ELLESMERE RD,1,1,0,0,0,0,0,0,1,0,0,0,0
TOP ONE PIZZA AND WINGS,2856 ELLESMERE RD,0,0,0,0,1,0,0,0,0,0,1,1,0
TOP SAIGON RESTAURANT,157 RAVEL RD,1,1,0,0,0,0,0,0,1,0,0,0,0
TOP SUSHI,185 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOP TASTE TAKE OUT,758 DOVERCOURT RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TOP TOP CHINESE FOOD RESTAURANT,3704 KINGSTON RD,0,1,0,0,0,0,0,1,1,0,0,0,0
TOP VALUE,920 ALBION RD,1,1,1,1,0,0,0,0,0,0,1,0,0
TOP VALUE SNACK SHOP,920 ALBION RD,0,0,0,0,0,0,1,0,0,0,0,0,1
TOP VARIETY,2931 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0
TOPAZ CATERING AND EVENT CENTER,1230 SHEPPARD AVE W,0,0,0,0,0,0,1,0,0,0,0,0,1
TOPGUN STEAK AND BURGER,1960 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
TOPHAM CORNER CAFE AND DINER,963 OCONNOR DR,0,0,0,0,1,0,0,0,0,0,1,1,0
TOPLINES CONVENIENCE,1701 MARTIN GROVE RD,1,1,1,1,0,0,0,0,0,0,1,0,0
TOPPOKI,5 NORTHTOWN WAY,0,0,1,0,0,0,0,0,1,1,0,0,0
TOPS VARIETY,2264 KEELE ST,0,1,1,1,0,0,0,1,0,0,1,0,0
TOR CARIBBEAN RESTAURANT AND SPORT BAR,2817 EGLINTON AVE E,0,0,0,0,0,1,1,0,0,0,0,1,0
TORA BORA KEBOB,6210 FINCH AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
TORAH EMETH SYNAGOGUE   JACOBS CATERING,1 VIEWMOUNT AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
TORANJ,28 FINCH AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
TORANJ,4750 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
TORCH,6026 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
TORCH CATERING KITCHEN,705 COLLEGE ST,0,0,1,1,1,0,0,0,1,0,0,1,0
TORCH SUSHI AND BENTO JAPANESE RESTAURANT,187 DUNDAS ST W,0,0,1,1,1,1,1,0,1,0,0,0,0
TORI AND CATES CUPCAKES,1592 BAYVIEW AVE,0,1,1,0,0,0,0,1,0,1,0,0,0
TORI BAKESHOP,388 CARLAW AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
TORI ICHI FOOD CORP OF CANADA,4190 KINGSTON RD,1,1,1,0,0,0,0,0,0,1,0,0,0
TORIS BAKE SHOP,2188 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
TORIS BAKESHOP,430 FRONT ST E,0,0,0,0,0,1,1,0,0,0,0,1,0
TORITO TAPAS BAR,276 AUGUSTA AVE,1,1,1,1,0,0,0,0,0,0,1,0,0
TORO HOT DOG SAUSAGE,80 TORO RD,1,1,1,1,1,1,0,0,0,0,0,0,1
TORONTO A LA CART,100 QUEEN ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
TORONTO A LA CART #702,5576 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO AIRPORT MARRIOTT HOTEL,901 DIXON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO AIRPORT MARRIOTT HOTEL   CONCIERGE LOUNGE,901 DIXON RD,1,1,1,1,1,0,0,0,0,0,0,1,0
TORONTO BIG BOWL,45 BALDWIN ST,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO BOTANICAL GARDEN HALL AUDITORIUM,777 LAWRENCE AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0
TORONTO BOTANICAL GARDENS FLORAL HALL,777 LAWRENCE AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0
TORONTO BREAD,34 PROGRESS AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
TORONTO CASH AND CARRY,1405 GERRARD ST E,0,1,1,1,1,1,1,1,0,0,0,0,0
TORONTO CENTRE FOR THE ARTS,5040 YONGE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
TORONTO CHINATOWN GIFT SHOP,469 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO CLUB,107 WELLINGTON ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
TORONTO COMMUNITY HOSTEL,191 SPADINA RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO COMMUNITY HOUSING CORP,200 SHERBOURNE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
TORONTO COMMUNITY HOUSING CORP,7 ARLETA AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
TORONTO CONGRESS CENTRE,1020 MARTIN GROVE RD,1,1,1,1,1,0,0,0,0,0,0,1,0
TORONTO CONGRESS CENTRE,650 DIXON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO DON VALLEY HOTEL AND SUITES,175 WYNFORD DR,0,1,1,1,1,1,1,1,0,0,0,0,0
TORONTO FOOD BUSINESS INCUBATOR,133 RIVALDA RD,1,1,0,0,0,0,0,0,1,0,0,0,0
TORONTO FRENCH SCHOOL,296 LAWRENCE AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0
TORONTO FRIENDSHIP CENTRE,323 DUNDAS ST E,1,1,1,0,0,0,0,0,0,1,0,0,0
TORONTO GENERAL HOSPITAL   SERVICE CENTRES,200 ELIZABETH ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO GENERAL HOSPITAL CATERING SERVICES,200 ELIZABETH ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO GRAND CONVENTION CENTRE,30 BAYWOOD RD,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO GRILL,225 QUEEN ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO GROCERY,1035 COLLEGE ST,0,1,1,1,1,1,0,1,0,0,0,0,1
TORONTO HALAL MEAT INC.,101 WESTMORE DR,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO HUMBER YACHT CLUB,101 HUMBER VALLEY RD,0,0,0,0,0,1,1,0,0,0,0,1,0
TORONTO HYDRO CAFETERIA,500 COMMISSIONERS ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO INTER CONTINENTAL HOTEL,220 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO ISLAND MARINA SNACK BAR,1 CENTRE ISLAND PK,1,1,1,1,1,1,0,0,0,0,0,0,1
TORONTO JAIL,550 GERRARD ST E,1,1,0,0,0,0,0,0,1,0,0,0,0
TORONTO KOSHER,3459 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO LATINO,1786 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO MARRIOTT BLOOR YORKVILLE,90 BLOOR ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO NORTHERN FOOD CO.,60 WEYBRIGHT CRT,1,1,1,1,0,0,0,0,0,0,1,0,0
TORONTO PLAZA AIRPORT HOTEL,1677 WILSON AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
TORONTO PLAZA HOTEL,1677 WILSON AVE,0,1,1,1,1,0,0,1,0,0,0,1,0
TORONTO POPCORN COMPANY,147 BALDWIN ST,0,0,0,1,1,1,1,0,0,1,0,0,0
TORONTO POPCORN COMPANY,69 HOWDEN RD,0,0,0,0,0,1,0,0,0,0,0,1,1
TORONTO POPCORN COMPANY,71 HOWDEN RD,0,0,0,0,0,0,1,0,0,0,0,0,1
TORONTO REGION BOARD OF TRADE,77 ADELAIDE ST W,0,0,1,1,1,1,1,0,1,0,0,0,0
TORONTO SAILING AND CANOE CLUB,1391 LAKE SHORE BLVD W,0,0,0,0,0,1,0,0,0,0,0,1,1
TORONTO SHARWARMA,292 MARKHAM RD,0,0,0,1,0,0,0,0,0,1,1,0,0
TORONTO STYLE,1546 BLOOR ST W,0,0,0,0,1,1,0,0,0,0,1,0,1
TORONTO SUN WAH TRADING,18 CANMOTOR AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
TORONTO TEMPERANCE SOCIETY,577 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO TENNIS CITY,185 BALLIOL ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TORONTO WEST SNACK BAR,404 OLD WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TORONTO YOGIS PIZZA AND WINGS,400 SEWELLS RD,0,0,0,0,1,1,1,0,0,0,1,0,0
TORONTOS TOP SHAWARMA,3354 KEELE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
TORONTOVIEW TRADING LIMITED,38 METROPOLITAN RD,1,0,0,0,0,0,0,1,0,0,0,0,0
TORTILLA FLATS,458 QUEEN ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
TORYORK CATERING LTD.,230 MILVAN DR,1,1,1,1,1,1,1,0,0,0,0,0,0
TORYORK MARKET,190 TORYORK DR,0,0,0,0,1,1,1,0,0,0,1,0,0
TOSHI SUSHI,565 KING ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
TOSTADAS GRILL,2892 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOSTO QUCK FIRE PIZZA PASTA,800 BAY ST,0,0,0,1,1,1,1,0,0,1,0,0,0
TOSTO QUICKFIRE PIZZA PASTA,431 RICHMOND ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
TOSTO QUICKFIRE PIZZA PASTA,609 ROEHAMPTON AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
TOT THE CAT CAFE,298 COLLEGE ST,0,0,0,1,1,0,0,0,0,1,0,1,0
TOTA,592 QUEEN ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
TOTAL CONVENIENCE,3854 BATHURST ST,1,1,1,0,0,0,0,0,0,1,0,0,0
TOTAL CONVENIENCE AND FLOWER,819 BLOOR ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
TOTAL CONVENIENCE STORE,36 CHURCH ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOTAL HEALTH PHARMACY,1849 YONGE ST,0,1,1,1,1,0,0,1,0,0,0,1,0
TOTAL HEALTH PHARMACY,2115 FINCH AVE W,1,1,1,1,1,1,0,0,0,0,0,0,1
TOTAL HEALTHY PHARMACY,1635 LAWRENCE AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
TOU CHE MARTINI BAR AND CHAMPAGNE LOUNGE INC.,669 COLLEGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TOUCH,10 BAY ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TOUCH DOWN FOODS INC.,10 MELFORD DR,0,0,0,0,0,1,1,0,0,0,0,1,0
TOUHENBOKU,2459 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0
TOUHENBOKU,261 QUEEN ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
TOULA RISTORANTE AND BAR,1 HARBOUR SQ,1,1,1,1,1,1,1,0,0,0,0,0,0
TOUTI GELATI AND CAFE,1865 QUEEN ST E,0,0,1,1,1,0,0,0,1,0,0,1,0
TOUTI GELATI AND CAFE,550 QUEENS QUAY  W,0,0,1,1,1,1,1,0,1,0,0,0,0
TOV LI PIZZA AND FALAFEL,3519 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOV LI PIZZA AND FALAFEL,5982 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOWER CITY INC DOLLAR AND VARIETY,1232 BLOOR ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
TOWFIQ RESTAURANT AND CAFE,1562 WESTON RD,0,1,0,0,0,0,0,1,1,0,0,0,0
TOWN CONVENIENCE AND CYBER SPACE,1365 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TOWN CRIER HALF WAY BEER HOUSE,113 JOHN ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TOWN STAR CONVENIENCE,599 CHURCH ST,1,1,1,1,0,0,0,0,0,0,1,0,0
TOWN STAR FOOD MART,599 CHURCH ST,0,0,0,0,1,1,1,0,0,0,1,0,0
TOWN WINGS,285 PORT UNION RD,0,0,0,0,0,0,1,0,0,0,0,0,1
"TOYS ""R"" US (CANADA)",1440 LAWRENCE AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1
TP SNACK VARIETY,3352 LAKE SHORE BLVD W,0,1,1,1,1,0,0,1,0,0,0,1,0
TPA EVENTS AND CATERING,180 YORKLAND BLVD,1,1,0,0,0,0,0,0,1,0,0,0,0
TPP SUPERMARKET,1235 FINCH AVE W,0,0,0,0,0,1,0,0,0,0,0,1,1
TRACK AND FIELD,860 COLLEGE ST,0,0,0,1,1,1,0,0,0,1,0,0,1
TRACK FITNESS,417 SPADINA RD,0,1,1,1,1,1,0,1,0,0,0,0,1
TRACTOR,151 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
TRADEZ/JASONS DAIRY,1399 KENNEDY RD,0,0,0,1,1,1,0,0,0,1,0,0,1
TRADITION FINE FOODS,663 WARDEN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TRADITION RETAIL STORE,663 WARDEN AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
TRADITIONAL COOKING,404 OLD WESTON RD,0,0,0,0,1,0,0,0,0,0,1,1,0
TRADITIONAL KOREAN BAKERY,4992 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1
TRADOWS,2056 ELLESMERE RD,0,1,1,1,1,1,0,1,0,0,0,0,1
TRAN TRAN VARIETY AND BAKERY,346 SPADINA AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
TRANS CX,50 LEADING RD,0,0,1,1,1,0,0,0,1,0,0,1,0
TRANZAC CLUB,292 BRUNSWICK AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TRAPEZZI,505 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TRAPPERS RESTAURANT,3479 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TRATTORIA  NERVOSA,75 YORKVILLE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TRATTORIA BACIO,95 CUMBERLAND ST,0,0,1,1,1,0,0,0,1,0,0,1,0
TRATTORIA FIERAMOSCA,36 PRINCE ARTHUR AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TRATTORIA GIANCARLO,41 CLINTON ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TRATTORIA LEONARDO,4740 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRATTORIA MERCATTO,1 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRATTORIA VATICANO,25 BELLAIR ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TRAVELODGE HOTEL   GIFT SHOP,925 DIXON RD,0,1,1,1,1,0,0,1,0,0,0,1,0
TRAVELODGE HOTEL TORONTO AIRPORT,925 DIXON RD,1,1,1,1,1,0,0,0,0,0,0,1,0
TRE MARI BAKERY,1311 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRE ROSE BAKERY,2098 KIPLING AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TREATS,121 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TREATS,1265 MILITARY TRL,1,0,1,1,0,0,0,1,1,0,1,0,0
TREATS,142 KENDAL AVE,1,1,1,0,1,1,1,0,0,1,1,0,0
TREATS,20 BAY ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TREATS,20 BLOOR ST E,1,1,1,0,0,0,0,0,0,1,0,0,0
TREATS,200 TOWN CENTRE CRT,1,1,1,1,1,0,0,0,0,0,0,1,0
TREATS,2200 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TREATS,30 ISABELLA ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TREATS,4700 KEELE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TREATS,483 BAY ST,1,1,1,1,0,0,0,0,0,0,1,0,0
TREATS,60 ADELAIDE ST E,0,1,0,0,0,0,0,1,1,0,0,0,0
TREATS CAFE,483 BAY ST,0,0,0,1,1,1,1,0,0,1,0,0,0
TREATS CAFE EMPORIUM,2235 SHEPPARD AVE E,1,1,1,1,0,0,0,0,0,0,1,0,0
TREATS\/FIT FOR LIFE JUICE BAR,4700 KEELE ST,0,0,0,0,1,0,1,0,0,0,1,1,1
TRECCE,1792 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
TREELINE CATERING,430 HORNER AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
TREMBLETTS  VALU MART,1500 BAYVIEW AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
TRENDEE CHINESE CUISINE,62 OVERLEA BLVD,0,1,0,0,0,0,0,1,1,0,0,0,0
TRENTON COLD STORAGE,3691 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1
TREVOR KITCHEN AND BAR,38 WELLINGTON ST E,1,1,1,1,0,0,0,0,0,0,1,0,0
TRI PACIFIC,326 SPADINA AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
TRI RESTO PIZZERIA,3358 DUNDAS ST W,0,0,0,0,0,1,0,0,0,0,0,1,1
TRI STAR CHINESE RESTAURANT,4724 JANE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TRICOLORE BAR AND CAFE,1240 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRIDENT CATERING,800 KIPLING AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
TRILLER CONVIENCE,55 TRILLER AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
TRILLIUM,4 SPENCER AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
TRILLIUM CAFE,4900 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TRILLIUM CONVENIENCE STORE,1501 WOODBINE AVE,0,1,1,1,1,1,0,1,0,0,0,0,1
TRILLIUM HOUSE,44 TYRREL AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
TRIMURTI INDIAN CUISINE,265 QUEEN ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
TRINACRIA,1877 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
TRINI GARDEN RESTAURANT,3266 LAKE SHORE BLVD W,0,0,0,0,0,0,1,0,0,0,0,0,1
TRINI GARDENS RESTAURANT,948 THE QUEENSWAY,1,1,1,1,1,0,0,0,0,0,0,1,0
TRINITY   ST. PAULS UNITED CHURCH,427 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
TRINITY COMMON,303 AUGUSTA AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
TRINITY DRUG MART,750 DUNDAS ST W,1,0,0,0,0,0,0,1,0,0,0,0,0
TRINITY DRUG STORE,750 DUNDAS ST W,0,1,0,0,0,0,0,1,1,0,0,0,0
TRINITY MODERN GREEK TAVERNA AND ATHENS PASTRIES,1681 LAKE SHORE BLVD E,1,0,0,0,0,0,0,1,0,0,0,0,0
TRINITY NEWS,200 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRINITY SQUARE CAFE,19 TRINITY SQ,1,1,0,0,0,1,1,0,1,0,0,1,0
TRINITY SUPERMARKET,587 GERRARD ST E,1,1,1,1,0,0,0,0,0,0,1,0,0
TRIO RISTORANTE PIZZERIA,3239 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TRIPLE AAA,138 ADELAIDE ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
TRIPLE CROWN BAR AND GRILL,1252 LAWRENCE AVE E,1,1,1,1,0,0,0,0,0,0,1,0,0
TRIPLE STAR RESTAURANT,587 PARLIAMENT ST,0,0,1,1,0,0,0,0,1,0,1,0,0
TRIPLE TREE SPORTS BAR AND GRILL,1087 ST CLAIR AVE W,0,0,1,1,1,1,1,0,1,0,0,0,0
TRIPLE TRIPLE PIZZA AND CHICKEN,2639 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
TRIPLE Z,2910 DUNDAS ST W,0,1,1,1,1,0,0,1,0,0,0,1,0
TRIUS + AIM,270 BROWNS LINE,0,0,0,0,0,0,1,0,0,0,0,0,1
TRNSPEERS,36 SCARLETT RD,0,0,0,0,0,1,0,0,0,0,0,1,1
TROIKA VODKA LOUNGE,95 KING ST E,1,1,0,0,0,0,0,0,1,0,0,0,0
TROPIC TRADING INC.,150 MILNER AVE,0,1,1,1,1,1,0,1,0,0,0,0,1
TROPICAL,199 BAY ST,1,1,1,1,1,1,1,0,0,0,0,0,0
TROPICAL BREEZE,1215 ELLESMERE RD,0,0,1,1,1,1,1,0,1,0,0,0,0
TROPICAL BREEZE,1375 DANFORTH RD,0,0,0,0,0,1,1,0,0,0,0,1,0
TROPICAL BREEZE   A TASTE OF THE CARIBBEAN,1375 DANFORTH RD,0,0,1,1,1,0,0,0,1,0,0,1,0
TROPICAL DELIGHT AND WEST INDIAN SNACKS,1824 JANE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
TROPICAL GOODNESS,2708 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
TROPICAL HUT FOODS,285 MILLIKEN BLVD,0,0,0,0,0,1,1,0,0,0,0,1,0
TROPICAL HUT FOODS,31 PASSMORE AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
TROPICAL ICE CREAM LAND,404 OLD WESTON RD,0,0,0,1,0,0,0,0,0,1,1,0,0
TROPICAL JOES,1000 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
TROPICAL JOES,1530 ALBION RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TROPICAL JOES,1571 SANDHURST CRCL,1,1,1,1,1,1,1,0,0,0,0,0,0
TROPICAL NIGHTS RESTAURANT,1154 MORNINGSIDE AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
TROPICAL PALMS CARIBBEAN CUISINE,1221 WESTON RD,1,1,0,0,0,0,0,0,1,0,0,0,0
TROPICAL SPICE,66 PLUNKETT RD,0,0,1,0,0,0,0,0,1,1,0,0,0
TROPICAL THAI CUISINE,993 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
TROPICAL VENUE,1776 ST CLAIR AVE W,0,0,0,0,1,1,1,0,0,0,1,0,0
TROPICAL WONDERS RESTAURANT,210 MARKHAM RD,0,1,0,0,0,0,0,1,1,0,0,0,0
TROPICS RESTAURANT AND BAR,3439 ST CLAIR AVE E,0,0,0,0,0,1,1,0,0,0,0,1,0
TROPICS RESTAURANT/BAR,260 MARKHAM RD,0,0,0,0,1,0,0,0,0,0,1,1,0
TRS,949 BLOOR ST W,0,0,0,0,1,1,0,0,0,0,1,0,1
TRU VALU WEST INDIAN AND CANADIAN RESTAURANT,1155 ST CLAIR AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
TRU VALUE WEST INDIAN AND CANADIAN RESTAURANT,1155 ST CLAIR AVE W,0,0,1,1,1,0,0,0,1,0,0,1,0
TRUC KARAOKE,3585 KEELE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TRUE BREW CAFE,2116 DANFORTH AVE,1,0,0,0,0,0,0,1,0,0,0,0,0
TRUE DAVIDSON MEALS ON WHEELS DISTRIBUTION CENTRE,25 WATERMAN AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
TRUE DISCOUNT CONVENIENCE,1355 DANFORTH RD,1,0,0,0,1,0,1,1,0,0,1,1,1
TRUE LOVE CAFE,290 DUNDAS ST E,1,1,1,1,1,0,0,0,0,0,0,1,0
TRUE TRUE,65 FRONT ST W,0,0,0,0,1,0,0,0,0,0,1,1,0
TRULY INDIA,979 OCONNOR DR,0,1,1,1,1,1,1,1,0,0,0,0,0
TRULY THAI  CUISINE ON YONGE,2364 YONGE ST,0,0,0,1,0,0,0,0,0,1,1,0,0
TRUPTI ENTERPRISES,2 THORNCLIFFE PARK DR,1,1,1,1,1,1,0,0,0,0,0,0,1
TRYST,82 PETER ST,0,0,1,0,0,0,0,0,1,1,0,0,0
TSAA TEA SHOP,412 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
TSAMPA CAFE,1528 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
TSB 2000,20 TORONTO ST,1,1,1,1,1,0,0,0,0,0,0,1,0
TSI TROPICALS,75 HORNER AVE,0,0,0,0,1,1,0,0,0,0,1,0,1
TSUI WAH RESTAURANT,3261 KENNEDY RD,1,1,1,1,1,1,0,0,0,0,0,0,1
TSUJIRI,143 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
TSUJIRI,4909 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
TSV CONVENIENCE,3244 EGLINTON AVE E,0,1,1,1,1,0,0,1,0,0,0,1,0
TT BANH MI CAFE,1635 DUNDAS ST W,0,0,1,1,0,0,0,0,1,0,1,0,0
TU DOS PIZZA HOUSE,502 TRETHEWEY DR,0,0,0,0,0,1,1,0,0,0,0,1,0
TUANA LUNCH AND DINNER,2825 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
TUCANA COFFEE,1413 DUNDAS ST W,0,0,0,1,1,1,0,0,0,1,0,0,1
TUCK SHOP,1640 DUPONT ST,0,0,0,1,1,1,1,0,0,1,0,0,0
TUCK SHOP,1800 OCONNOR DR,0,0,1,1,1,1,1,0,1,0,0,0,0
TUCK SHOP,77 MAITLAND PL,0,0,0,0,0,1,0,0,0,0,0,1,1
TUCKER DISCOUNT VARIETY,2226 QUEEN ST E,0,1,1,1,1,1,1,1,0,0,0,0,0
TUCKERS MARKETPLACE RESTAURANT,15 CARLSON CRT,1,1,1,1,1,1,1,0,0,0,0,0,0
TUK TUK CANTEEN,397 RONCESVALLES AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
